input	engine	exit	wall_s	cpu_s	maxrss_kb	status
sa_csmith_224.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_225.c	oracle	0	0.04	0.03	50064	MATCH
sa_csmith_225.c	lean	0	0.06	0.05	83856	MATCH
sa_csmith_226.c	oracle	124	15.03	15.01	415220	CERB_SKIP
sa_csmith_226.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_227.c	oracle	124	15.04	15.03	586788	CERB_SKIP
sa_csmith_227.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_228.c	oracle	0	0.04	0.04	49600	MATCH
sa_csmith_228.c	lean	0	0.06	0.05	84136	MATCH
sa_csmith_229.c	oracle	124	15.04	15.03	578768	CERB_SKIP
sa_csmith_229.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_23.c	oracle	0	0.04	0.03	49900	MATCH
sa_csmith_23.c	lean	0	0.06	0.06	83536	MATCH
sa_csmith_230.c	oracle	0	0.04	0.04	50024	MATCH
sa_csmith_230.c	lean	0	0.07	0.07	83976	MATCH
sa_csmith_231.c	oracle	124	15.02	15.01	291732	CERB_SKIP
sa_csmith_231.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_232.c	oracle	124	15.04	15.03	667948	CERB_SKIP
sa_csmith_232.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_233.c	oracle	124	15.04	15.03	642736	CERB_SKIP
sa_csmith_233.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_234.c	oracle	0	0.09	0.08	63256	MATCH
sa_csmith_234.c	lean	0	0.16	0.16	104364	MATCH
sa_csmith_235.c	oracle	124	15.05	15.03	688096	CERB_SKIP
sa_csmith_235.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_236.c	oracle	124	15.04	15.03	652936	CERB_SKIP
sa_csmith_236.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_237.c	oracle	124	15.04	15.03	631092	CERB_SKIP
sa_csmith_237.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_238.c	oracle	124	15.04	15.04	667184	CERB_SKIP
sa_csmith_238.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_239.c	oracle	0	0.13	0.12	67268	MATCH
sa_csmith_239.c	lean	0	0.30	0.30	108868	MATCH
sa_csmith_24.c	oracle	124	15.04	15.03	518452	CERB_SKIP
sa_csmith_24.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_240.c	oracle	0	0.04	0.03	49240	MATCH
sa_csmith_240.c	lean	0	0.06	0.05	83616	MATCH
sa_csmith_241.c	oracle	0	0.04	0.03	49560	MATCH
sa_csmith_241.c	lean	0	0.07	0.06	83776	MATCH
sa_csmith_242.c	oracle	0	0.09	0.08	66488	MATCH
sa_csmith_242.c	lean	0	0.19	0.19	109096	MATCH
sa_csmith_243.c	oracle	0	0.04	0.03	49648	MATCH
sa_csmith_243.c	lean	0	0.06	0.06	84132	MATCH
sa_csmith_244.c	oracle	124	15.04	15.04	659048	CERB_SKIP
sa_csmith_244.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_245.c	oracle	0	0.04	0.04	50224	MATCH
sa_csmith_245.c	lean	0	0.06	0.05	83696	MATCH
sa_csmith_246.c	oracle	124	15.04	15.04	624260	CERB_SKIP
sa_csmith_246.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_247.c	oracle	0	0.12	0.11	73752	MATCH
sa_csmith_247.c	lean	0	0.25	0.24	116384	MATCH
sa_csmith_248.c	oracle	124	15.04	15.03	600232	CERB_SKIP
sa_csmith_248.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_249.c	oracle	0	0.09	0.09	67824	MATCH
sa_csmith_249.c	lean	0	0.18	0.17	110860	MATCH
sa_csmith_25.c	oracle	0	0.46	0.45	81668	MATCH
sa_csmith_25.c	lean	0	1.20	1.20	116376	MATCH
sa_csmith_250.c	oracle	0	0.04	0.04	48816	MATCH
sa_csmith_250.c	lean	0	0.06	0.05	84188	MATCH
sa_csmith_251.c	oracle	124	15.04	15.04	640476	CERB_SKIP
sa_csmith_251.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_252.c	oracle	124	15.04	15.03	619024	CERB_SKIP
sa_csmith_252.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_253.c	oracle	124	15.05	15.03	673576	CERB_SKIP
sa_csmith_253.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_254.c	oracle	0	0.04	0.03	49448	MATCH
sa_csmith_254.c	lean	0	0.06	0.05	81900	MATCH
sa_csmith_255.c	oracle	124	15.04	15.04	693300	CERB_SKIP
sa_csmith_255.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_256.c	oracle	124	15.04	15.04	702204	CERB_SKIP
sa_csmith_256.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_257.c	oracle	124	15.03	15.03	554244	CERB_SKIP
sa_csmith_257.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_258.c	oracle	124	15.04	15.03	666120	CERB_SKIP
sa_csmith_258.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_259.c	oracle	124	15.04	15.03	612796	CERB_SKIP
sa_csmith_259.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_26.c	oracle	124	15.04	15.03	566836	CERB_SKIP
sa_csmith_26.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_260.c	oracle	124	15.04	15.03	664820	CERB_SKIP
sa_csmith_260.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_261.c	oracle	0	0.04	0.04	49020	MATCH
sa_csmith_261.c	lean	0	0.07	0.06	83644	MATCH
sa_csmith_262.c	oracle	0	0.09	0.09	67992	MATCH
sa_csmith_262.c	lean	0	0.20	0.19	109808	MATCH
sa_csmith_263.c	oracle	0	0.04	0.04	50088	MATCH
sa_csmith_263.c	lean	0	0.07	0.07	84108	MATCH
sa_csmith_264.c	oracle	124	15.04	15.03	627296	CERB_SKIP
sa_csmith_264.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_265.c	oracle	124	15.04	15.04	649420	CERB_SKIP
sa_csmith_265.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_266.c	oracle	0	0.04	0.04	48960	MATCH
sa_csmith_266.c	lean	0	0.07	0.06	83928	MATCH
sa_csmith_267.c	oracle	124	15.04	15.03	539628	CERB_SKIP
sa_csmith_267.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_268.c	oracle	0	0.07	0.07	56984	MATCH
sa_csmith_268.c	lean	0	0.12	0.11	95516	MATCH
sa_csmith_269.c	oracle	124	15.02	15.01	279800	CERB_SKIP
sa_csmith_269.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_27.c	oracle	124	15.04	15.04	686108	CERB_SKIP
sa_csmith_27.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_270.c	oracle	0	0.04	0.04	50092	MATCH
sa_csmith_270.c	lean	0	0.07	0.06	85952	MATCH
sa_csmith_271.c	oracle	0	0.09	0.09	64056	MATCH
sa_csmith_271.c	lean	0	0.17	0.17	105460	MATCH
sa_csmith_272.c	oracle	0	1.81	1.81	119692	MATCH
sa_csmith_272.c	lean	0	5.29	5.29	133852	MATCH
sa_csmith_273.c	oracle	0	0.04	0.03	49228	MATCH
sa_csmith_273.c	lean	0	0.06	0.05	84008	MATCH
sa_csmith_274.c	oracle	0	0.04	0.04	49368	MATCH
sa_csmith_274.c	lean	0	0.06	0.05	84156	MATCH
sa_csmith_275.c	oracle	124	15.04	15.04	680452	CERB_SKIP
sa_csmith_275.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_276.c	oracle	124	15.04	15.04	654276	CERB_SKIP
sa_csmith_276.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_277.c	oracle	0	0.05	0.04	50528	MATCH
